,period_day,weekday_weekend,month,weekday
14826,afternoon,weekday,February,Friday
14827,afternoon,weekday,February,Friday
14828,afternoon,weekday,February,Friday
14829,afternoon,weekday,February,Friday
14830,afternoon,weekday,February,Friday
14831,afternoon,weekday,February,Friday
14832,afternoon,weekday,February,Friday
14833,afternoon,weekday,February,Friday
14834,afternoon,weekday,February,Friday
14835,afternoon,weekday,February,Friday
14836,afternoon,weekday,February,Friday
14837,afternoon,weekday,February,Friday
14838,afternoon,weekday,February,Friday
14839,afternoon,weekday,February,Friday
14840,afternoon,weekday,February,Friday
14841,afternoon,weekday,February,Friday
14842,afternoon,weekday,February,Friday
14843,afternoon,weekday,February,Friday
14844,afternoon,weekday,February,Friday
14845,evening,weekday,February,Friday
14846,evening,weekday,February,Friday
14847,evening,weekday,February,Friday
14848,morning,weekend,February,Saturday
14849,morning,weekend,February,Saturday
14850,morning,weekend,February,Saturday
14851,morning,weekend,February,Saturday
14852,morning,weekend,February,Saturday
14853,morning,weekend,February,Saturday
14854,morning,weekend,February,Saturday
14855,morning,weekend,February,Saturday
14856,morning,weekend,February,Saturday
14857,morning,weekend,February,Saturday
14858,morning,weekend,February,Saturday
14859,morning,weekend,February,Saturday
14860,morning,weekend,February,Saturday
14861,morning,weekend,February,Saturday
14862,morning,weekend,February,Saturday
14863,morning,weekend,February,Saturday
14864,morning,weekend,February,Saturday
14865,morning,weekend,February,Saturday
14866,morning,weekend,February,Saturday
14867,morning,weekend,February,Saturday
14868,morning,weekend,February,Saturday
14869,morning,weekend,February,Saturday
14870,morning,weekend,February,Saturday
14871,morning,weekend,February,Saturday
14872,morning,weekend,February,Saturday
14873,morning,weekend,February,Saturday
14874,morning,weekend,February,Saturday
14875,morning,weekend,February,Saturday
14876,morning,weekend,February,Saturday
14877,morning,weekend,February,Saturday
14878,morning,weekend,February,Saturday
14879,morning,weekend,February,Saturday
14880,morning,weekend,February,Saturday
14881,morning,weekend,February,Saturday
14882,morning,weekend,February,Saturday
14883,morning,weekend,February,Saturday
14884,morning,weekend,February,Saturday
14885,morning,weekend,February,Saturday
14886,morning,weekend,February,Saturday
14887,morning,weekend,February,Saturday
14888,morning,weekend,February,Saturday
14889,morning,weekend,February,Saturday
14890,morning,weekend,February,Saturday
14891,morning,weekend,February,Saturday
14892,morning,weekend,February,Saturday
14893,morning,weekend,February,Saturday
14894,morning,weekend,February,Saturday
14895,morning,weekend,February,Saturday
14896,morning,weekend,February,Saturday
14897,morning,weekend,February,Saturday
14898,morning,weekend,February,Saturday
14899,morning,weekend,February,Saturday
14900,morning,weekend,February,Saturday
14901,morning,weekend,February,Saturday
14902,morning,weekend,February,Saturday
14903,morning,weekend,February,Saturday
14904,morning,weekend,February,Saturday
14905,morning,weekend,February,Saturday
14906,morning,weekend,February,Saturday
14907,morning,weekend,February,Saturday
14908,morning,weekend,February,Saturday
14909,morning,weekend,February,Saturday
14910,morning,weekend,February,Saturday
14911,morning,weekend,February,Saturday
14912,morning,weekend,February,Saturday
14913,morning,weekend,February,Saturday
14914,morning,weekend,February,Saturday
14915,morning,weekend,February,Saturday
14916,morning,weekend,February,Saturday
14917,morning,weekend,February,Saturday
14918,morning,weekend,February,Saturday
14919,morning,weekend,February,Saturday
14920,morning,weekend,February,Saturday
14921,morning,weekend,February,Saturday
14922,morning,weekend,February,Saturday
14923,morning,weekend,February,Saturday
14924,morning,weekend,February,Saturday
14925,morning,weekend,February,Saturday
14926,morning,weekend,February,Saturday
14927,morning,weekend,February,Saturday
14928,morning,weekend,February,Saturday
14929,morning,weekend,February,Saturday
14930,morning,weekend,February,Saturday
14931,afternoon,weekend,February,Saturday
14932,afternoon,weekend,February,Saturday
14933,afternoon,weekend,February,Saturday
14934,afternoon,weekend,February,Saturday
14935,afternoon,weekend,February,Saturday
14936,afternoon,weekend,February,Saturday
14937,afternoon,weekend,February,Saturday
14938,afternoon,weekend,February,Saturday
14939,afternoon,weekend,February,Saturday
14940,afternoon,weekend,February,Saturday
14941,afternoon,weekend,February,Saturday
14942,afternoon,weekend,February,Saturday
14943,afternoon,weekend,February,Saturday
14944,afternoon,weekend,February,Saturday
14945,afternoon,weekend,February,Saturday
14946,afternoon,weekend,February,Saturday
14947,afternoon,weekend,February,Saturday
14948,afternoon,weekend,February,Saturday
14949,afternoon,weekend,February,Saturday
14950,afternoon,weekend,February,Saturday
14951,afternoon,weekend,February,Saturday
14952,afternoon,weekend,February,Saturday
14953,afternoon,weekend,February,Saturday
14954,afternoon,weekend,February,Saturday
14955,afternoon,weekend,February,Saturday
14956,afternoon,weekend,February,Saturday
14957,afternoon,weekend,February,Saturday
14958,afternoon,weekend,February,Saturday
14959,afternoon,weekend,February,Saturday
14960,afternoon,weekend,February,Saturday
14961,afternoon,weekend,February,Saturday
14962,afternoon,weekend,February,Saturday
14963,afternoon,weekend,February,Saturday
14964,afternoon,weekend,February,Saturday
14965,afternoon,weekend,February,Saturday
14966,afternoon,weekend,February,Saturday
14967,afternoon,weekend,February,Saturday
14968,afternoon,weekend,February,Saturday
14969,afternoon,weekend,February,Saturday
14970,afternoon,weekend,February,Saturday
14971,afternoon,weekend,February,Saturday
14972,afternoon,weekend,February,Saturday
14973,afternoon,weekend,February,Saturday
14974,afternoon,weekend,February,Saturday
14975,afternoon,weekend,February,Saturday
14976,afternoon,weekend,February,Saturday
14977,afternoon,weekend,February,Saturday
14978,afternoon,weekend,February,Saturday
14979,afternoon,weekend,February,Saturday
14980,afternoon,weekend,February,Saturday
14981,afternoon,weekend,February,Saturday
14982,afternoon,weekend,February,Saturday
14983,afternoon,weekend,February,Saturday
14984,afternoon,weekend,February,Saturday
14985,afternoon,weekend,February,Saturday
14986,afternoon,weekend,February,Saturday
14987,afternoon,weekend,February,Saturday
14988,afternoon,weekend,February,Saturday
14989,afternoon,weekend,February,Saturday
14990,afternoon,weekend,February,Saturday
14991,afternoon,weekend,February,Saturday
14992,afternoon,weekend,February,Saturday
14993,afternoon,weekend,February,Saturday
14994,afternoon,weekend,February,Saturday
14995,afternoon,weekend,February,Saturday
14996,afternoon,weekend,February,Saturday
14997,afternoon,weekend,February,Saturday
14998,afternoon,weekend,February,Saturday
14999,afternoon,weekend,February,Saturday
15000,afternoon,weekend,February,Saturday
15001,afternoon,weekend,February,Saturday
15002,afternoon,weekend,February,Saturday
15003,afternoon,weekend,February,Saturday
15004,afternoon,weekend,February,Saturday
15005,afternoon,weekend,February,Saturday
15006,afternoon,weekend,February,Saturday
15007,afternoon,weekend,February,Saturday
15008,afternoon,weekend,February,Saturday
15009,afternoon,weekend,February,Saturday
15010,afternoon,weekend,February,Saturday
15011,afternoon,weekend,February,Saturday
15012,afternoon,weekend,February,Saturday
15013,afternoon,weekend,February,Saturday
15014,afternoon,weekend,February,Saturday
15015,afternoon,weekend,February,Saturday
15016,afternoon,weekend,February,Saturday
15017,afternoon,weekend,February,Saturday
15018,afternoon,weekend,February,Saturday
15019,evening,weekend,February,Saturday
15020,evening,weekend,February,Saturday
15021,evening,weekend,February,Saturday
15022,evening,weekend,February,Saturday
15023,morning,weekend,February,Sunday
15024,morning,weekend,February,Sunday
15025,morning,weekend,February,Sunday
15026,morning,weekend,February,Sunday
15027,morning,weekend,February,Sunday
15028,morning,weekend,February,Sunday
15029,morning,weekend,February,Sunday
15030,morning,weekend,February,Sunday
15031,morning,weekend,February,Sunday
15032,morning,weekend,February,Sunday
15033,morning,weekend,February,Sunday
15034,morning,weekend,February,Sunday
15035,morning,weekend,February,Sunday
15036,morning,weekend,February,Sunday
15037,morning,weekend,February,Sunday
15038,morning,weekend,February,Sunday
15039,morning,weekend,February,Sunday
15040,morning,weekend,February,Sunday
15041,morning,weekend,February,Sunday
15042,morning,weekend,February,Sunday
15043,morning,weekend,February,Sunday
15044,morning,weekend,February,Sunday
15045,morning,weekend,February,Sunday
15046,morning,weekend,February,Sunday
15047,morning,weekend,February,Sunday
15048,morning,weekend,February,Sunday
15049,morning,weekend,February,Sunday
15050,morning,weekend,February,Sunday
15051,morning,weekend,February,Sunday
15052,morning,weekend,February,Sunday
15053,morning,weekend,February,Sunday
15054,morning,weekend,February,Sunday
15055,morning,weekend,February,Sunday
15056,morning,weekend,February,Sunday
15057,morning,weekend,February,Sunday
15058,morning,weekend,February,Sunday
15059,morning,weekend,February,Sunday
15060,morning,weekend,February,Sunday
15061,morning,weekend,February,Sunday
15062,morning,weekend,February,Sunday
15063,morning,weekend,February,Sunday
15064,morning,weekend,February,Sunday
15065,morning,weekend,February,Sunday
15066,morning,weekend,February,Sunday
15067,morning,weekend,February,Sunday
15068,morning,weekend,February,Sunday
15069,morning,weekend,February,Sunday
15070,morning,weekend,February,Sunday
15071,morning,weekend,February,Sunday
15072,morning,weekend,February,Sunday
15073,morning,weekend,February,Sunday
15074,morning,weekend,February,Sunday
15075,morning,weekend,February,Sunday
15076,morning,weekend,February,Sunday
15077,morning,weekend,February,Sunday
15078,morning,weekend,February,Sunday
15079,morning,weekend,February,Sunday
15080,morning,weekend,February,Sunday
15081,morning,weekend,February,Sunday
15082,morning,weekend,February,Sunday
15083,morning,weekend,February,Sunday
15084,morning,weekend,February,Sunday
15085,morning,weekend,February,Sunday
15086,afternoon,weekend,February,Sunday
15087,afternoon,weekend,February,Sunday
15088,afternoon,weekend,February,Sunday
15089,afternoon,weekend,February,Sunday
15090,afternoon,weekend,February,Sunday
15091,afternoon,weekend,February,Sunday
15092,afternoon,weekend,February,Sunday
15093,afternoon,weekend,February,Sunday
15094,afternoon,weekend,February,Sunday
15095,afternoon,weekend,February,Sunday
15096,afternoon,weekend,February,Sunday
15097,afternoon,weekend,February,Sunday
15098,afternoon,weekend,February,Sunday
15099,afternoon,weekend,February,Sunday
15100,afternoon,weekend,February,Sunday
15101,afternoon,weekend,February,Sunday
15102,afternoon,weekend,February,Sunday
15103,afternoon,weekend,February,Sunday
15104,afternoon,weekend,February,Sunday
15105,afternoon,weekend,February,Sunday
15106,afternoon,weekend,February,Sunday
15107,afternoon,weekend,February,Sunday
15108,afternoon,weekend,February,Sunday
15109,afternoon,weekend,February,Sunday
15110,afternoon,weekend,February,Sunday
15111,afternoon,weekend,February,Sunday
15112,afternoon,weekend,February,Sunday
15113,afternoon,weekend,February,Sunday
15114,afternoon,weekend,February,Sunday
15115,afternoon,weekend,February,Sunday
15116,afternoon,weekend,February,Sunday
15117,afternoon,weekend,February,Sunday
15118,afternoon,weekend,February,Sunday
15119,afternoon,weekend,February,Sunday
15120,afternoon,weekend,February,Sunday
15121,afternoon,weekend,February,Sunday
15122,afternoon,weekend,February,Sunday
15123,afternoon,weekend,February,Sunday
15124,afternoon,weekend,February,Sunday
15125,afternoon,weekend,February,Sunday
15126,afternoon,weekend,February,Sunday
15127,afternoon,weekend,February,Sunday
15128,afternoon,weekend,February,Sunday
15129,afternoon,weekend,February,Sunday
15130,afternoon,weekend,February,Sunday
15131,afternoon,weekend,February,Sunday
15132,afternoon,weekend,February,Sunday
15133,afternoon,weekend,February,Sunday
15134,afternoon,weekend,February,Sunday
15135,afternoon,weekend,February,Sunday
15136,afternoon,weekend,February,Sunday
15137,afternoon,weekend,February,Sunday
15138,afternoon,weekend,February,Sunday
15139,afternoon,weekend,February,Sunday
15140,afternoon,weekend,February,Sunday
15141,afternoon,weekend,February,Sunday
15142,afternoon,weekend,February,Sunday
15143,afternoon,weekend,February,Sunday
15144,afternoon,weekend,February,Sunday
15145,afternoon,weekend,February,Sunday
15146,afternoon,weekend,February,Sunday
15147,afternoon,weekend,February,Sunday
15148,afternoon,weekend,February,Sunday
15149,afternoon,weekend,February,Sunday
15150,afternoon,weekend,February,Sunday
15151,afternoon,weekend,February,Sunday
15152,afternoon,weekend,February,Sunday
15153,afternoon,weekend,February,Sunday
15154,afternoon,weekend,February,Sunday
15155,afternoon,weekend,February,Sunday
15156,afternoon,weekend,February,Sunday
15157,afternoon,weekend,February,Sunday
15158,afternoon,weekend,February,Sunday
15159,afternoon,weekend,February,Sunday
15160,afternoon,weekend,February,Sunday
15161,afternoon,weekend,February,Sunday
15162,afternoon,weekend,February,Sunday
15163,afternoon,weekend,February,Sunday
15164,afternoon,weekend,February,Sunday
15165,afternoon,weekend,February,Sunday
15166,afternoon,weekend,February,Sunday
15167,afternoon,weekend,February,Sunday
15168,afternoon,weekend,February,Sunday
15169,afternoon,weekend,February,Sunday
15170,afternoon,weekend,February,Sunday
15171,afternoon,weekend,February,Sunday
15172,afternoon,weekend,February,Sunday
15173,afternoon,weekend,February,Sunday
15174,afternoon,weekend,February,Sunday
15175,afternoon,weekend,February,Sunday
15176,afternoon,weekend,February,Sunday
15177,afternoon,weekend,February,Sunday
15178,afternoon,weekend,February,Sunday
15179,afternoon,weekend,February,Sunday
15180,afternoon,weekend,February,Sunday
15181,afternoon,weekend,February,Sunday
15182,afternoon,weekend,February,Sunday
15183,afternoon,weekend,February,Sunday
15184,afternoon,weekend,February,Sunday
15185,afternoon,weekend,February,Sunday
15186,afternoon,weekend,February,Sunday
15187,afternoon,weekend,February,Sunday
15188,afternoon,weekend,February,Sunday
15189,afternoon,weekend,February,Sunday
15190,afternoon,weekend,February,Sunday
15191,afternoon,weekend,February,Sunday
15192,afternoon,weekend,February,Sunday
15193,afternoon,weekend,February,Sunday
15194,afternoon,weekend,February,Sunday
15195,afternoon,weekend,February,Sunday
15196,afternoon,weekend,February,Sunday
15197,afternoon,weekend,February,Sunday
15198,afternoon,weekend,February,Sunday
15199,afternoon,weekend,February,Sunday
15200,afternoon,weekend,February,Sunday
15201,afternoon,weekend,February,Sunday
15202,afternoon,weekend,February,Sunday
15203,afternoon,weekend,February,Sunday
15204,afternoon,weekend,February,Sunday
15205,afternoon,weekend,February,Sunday
15206,afternoon,weekend,February,Sunday
15207,afternoon,weekend,February,Sunday
15208,afternoon,weekend,February,Sunday
15209,morning,weekday,February,Monday
15210,morning,weekday,February,Monday
15211,morning,weekday,February,Monday
15212,morning,weekday,February,Monday
15213,morning,weekday,February,Monday
15214,morning,weekday,February,Monday
15215,morning,weekday,February,Monday
15216,morning,weekday,February,Monday
15217,morning,weekday,February,Monday
15218,morning,weekday,February,Monday
15219,morning,weekday,February,Monday
15220,morning,weekday,February,Monday
15221,morning,weekday,February,Monday
15222,morning,weekday,February,Monday
15223,morning,weekday,February,Monday
15224,morning,weekday,February,Monday
15225,morning,weekday,February,Monday
15226,morning,weekday,February,Monday
15227,morning,weekday,February,Monday
15228,morning,weekday,February,Monday
15229,morning,weekday,February,Monday
15230,morning,weekday,February,Monday
15231,morning,weekday,February,Monday
15232,morning,weekday,February,Monday
15233,morning,weekday,February,Monday
15234,morning,weekday,February,Monday
15235,morning,weekday,February,Monday
15236,morning,weekday,February,Monday
15237,morning,weekday,February,Monday
15238,morning,weekday,February,Monday
15239,morning,weekday,February,Monday
15240,morning,weekday,February,Monday
15241,morning,weekday,February,Monday
15242,morning,weekday,February,Monday
15243,morning,weekday,February,Monday
15244,afternoon,weekday,February,Monday
15245,afternoon,weekday,February,Monday
15246,afternoon,weekday,February,Monday
15247,afternoon,weekday,February,Monday
15248,afternoon,weekday,February,Monday
15249,afternoon,weekday,February,Monday
15250,afternoon,weekday,February,Monday
15251,afternoon,weekday,February,Monday
15252,afternoon,weekday,February,Monday
15253,afternoon,weekday,February,Monday
15254,afternoon,weekday,February,Monday
15255,afternoon,weekday,February,Monday
15256,afternoon,weekday,February,Monday
15257,afternoon,weekday,February,Monday
15258,afternoon,weekday,February,Monday
15259,afternoon,weekday,February,Monday
15260,afternoon,weekday,February,Monday
15261,afternoon,weekday,February,Monday
15262,afternoon,weekday,February,Monday
15263,afternoon,weekday,February,Monday
15264,afternoon,weekday,February,Monday
15265,afternoon,weekday,February,Monday
15266,afternoon,weekday,February,Monday
15267,afternoon,weekday,February,Monday
15268,afternoon,weekday,February,Monday
15269,afternoon,weekday,February,Monday
15270,afternoon,weekday,February,Monday
15271,afternoon,weekday,February,Monday
15272,afternoon,weekday,February,Monday
15273,afternoon,weekday,February,Monday
15274,afternoon,weekday,February,Monday
15275,afternoon,weekday,February,Monday
15276,afternoon,weekday,February,Monday
15277,afternoon,weekday,February,Monday
15278,afternoon,weekday,February,Monday
15279,afternoon,weekday,February,Monday
15280,afternoon,weekday,February,Monday
15281,afternoon,weekday,February,Monday
15282,afternoon,weekday,February,Monday
15283,afternoon,weekday,February,Monday
15284,afternoon,weekday,February,Monday
15285,morning,weekday,February,Tuesday
15286,morning,weekday,February,Tuesday
15287,morning,weekday,February,Tuesday
15288,morning,weekday,February,Tuesday
15289,morning,weekday,February,Tuesday
15290,morning,weekday,February,Tuesday
15291,morning,weekday,February,Tuesday
15292,morning,weekday,February,Tuesday
15293,morning,weekday,February,Tuesday
15294,morning,weekday,February,Tuesday
15295,morning,weekday,February,Tuesday
15296,morning,weekday,February,Tuesday
15297,morning,weekday,February,Tuesday
15298,morning,weekday,February,Tuesday
15299,morning,weekday,February,Tuesday
15300,morning,weekday,February,Tuesday
15301,morning,weekday,February,Tuesday
15302,morning,weekday,February,Tuesday
15303,morning,weekday,February,Tuesday
15304,morning,weekday,February,Tuesday
15305,morning,weekday,February,Tuesday
15306,morning,weekday,February,Tuesday
15307,morning,weekday,February,Tuesday
15308,morning,weekday,February,Tuesday
15309,morning,weekday,February,Tuesday
15310,morning,weekday,February,Tuesday
15311,morning,weekday,February,Tuesday
15312,morning,weekday,February,Tuesday
15313,morning,weekday,February,Tuesday
15314,morning,weekday,February,Tuesday
15315,morning,weekday,February,Tuesday
15316,morning,weekday,February,Tuesday
15317,morning,weekday,February,Tuesday
15318,morning,weekday,February,Tuesday
15319,morning,weekday,February,Tuesday
15320,morning,weekday,February,Tuesday
15321,morning,weekday,February,Tuesday
15322,morning,weekday,February,Tuesday
15323,morning,weekday,February,Tuesday
15324,morning,weekday,February,Tuesday
15325,morning,weekday,February,Tuesday
15326,morning,weekday,February,Tuesday
15327,morning,weekday,February,Tuesday
15328,morning,weekday,February,Tuesday
15329,morning,weekday,February,Tuesday
15330,morning,weekday,February,Tuesday
15331,afternoon,weekday,February,Tuesday
15332,afternoon,weekday,February,Tuesday
15333,afternoon,weekday,February,Tuesday
15334,afternoon,weekday,February,Tuesday
15335,afternoon,weekday,February,Tuesday
15336,afternoon,weekday,February,Tuesday
15337,afternoon,weekday,February,Tuesday
15338,afternoon,weekday,February,Tuesday
15339,afternoon,weekday,February,Tuesday
15340,afternoon,weekday,February,Tuesday
15341,afternoon,weekday,February,Tuesday
15342,afternoon,weekday,February,Tuesday
15343,afternoon,weekday,February,Tuesday
15344,afternoon,weekday,February,Tuesday
15345,afternoon,weekday,February,Tuesday
15346,afternoon,weekday,February,Tuesday
15347,afternoon,weekday,February,Tuesday
15348,afternoon,weekday,February,Tuesday
15349,afternoon,weekday,February,Tuesday
15350,afternoon,weekday,February,Tuesday
15351,afternoon,weekday,February,Tuesday
15352,afternoon,weekday,February,Tuesday
15353,afternoon,weekday,February,Tuesday
15354,afternoon,weekday,February,Tuesday
15355,afternoon,weekday,February,Tuesday
15356,afternoon,weekday,February,Tuesday
15357,afternoon,weekday,February,Tuesday
15358,afternoon,weekday,February,Tuesday
15359,afternoon,weekday,February,Tuesday
15360,afternoon,weekday,February,Tuesday
15361,afternoon,weekday,February,Tuesday
15362,afternoon,weekday,February,Tuesday
15363,afternoon,weekday,February,Tuesday
15364,afternoon,weekday,February,Tuesday
15365,afternoon,weekday,February,Tuesday
15366,afternoon,weekday,February,Tuesday
15367,afternoon,weekday,February,Tuesday
15368,afternoon,weekday,February,Tuesday
15369,afternoon,weekday,February,Tuesday
15370,afternoon,weekday,February,Tuesday
15371,afternoon,weekday,February,Tuesday
15372,afternoon,weekday,February,Tuesday
15373,afternoon,weekday,February,Tuesday
15374,afternoon,weekday,February,Tuesday
15375,afternoon,weekday,February,Tuesday
15376,afternoon,weekday,February,Tuesday
15377,afternoon,weekday,February,Tuesday
15378,afternoon,weekday,February,Tuesday
15379,afternoon,weekday,February,Tuesday
15380,afternoon,weekday,February,Tuesday
15381,afternoon,weekday,February,Tuesday
15382,afternoon,weekday,February,Tuesday
15383,afternoon,weekday,February,Tuesday
15384,afternoon,weekday,February,Tuesday
15385,afternoon,weekday,February,Tuesday
15386,afternoon,weekday,February,Tuesday
15387,afternoon,weekday,February,Tuesday
15388,afternoon,weekday,February,Tuesday
15389,afternoon,weekday,February,Tuesday
15390,afternoon,weekday,February,Tuesday
15391,afternoon,weekday,February,Tuesday
15392,evening,weekday,February,Tuesday
15393,evening,weekday,February,Tuesday
15394,evening,weekday,February,Tuesday
15395,evening,weekday,February,Tuesday
15396,evening,weekday,February,Tuesday
15397,evening,weekday,February,Tuesday
15398,evening,weekday,February,Tuesday
15399,evening,weekday,February,Tuesday
15400,evening,weekday,February,Tuesday
15401,evening,weekday,February,Tuesday
15402,evening,weekday,February,Tuesday
15403,evening,weekday,February,Tuesday
15404,evening,weekday,February,Tuesday
15405,evening,weekday,February,Tuesday
15406,morning,weekday,January,Tuesday
15407,morning,weekday,January,Tuesday
15408,morning,weekday,January,Tuesday
15409,morning,weekday,January,Tuesday
15410,morning,weekday,January,Tuesday
15411,morning,weekday,January,Tuesday
15412,morning,weekday,January,Tuesday
15413,morning,weekday,January,Tuesday
15414,morning,weekday,January,Tuesday
15415,morning,weekday,January,Tuesday
15416,morning,weekday,January,Tuesday
15417,morning,weekday,January,Tuesday
15418,morning,weekday,January,Tuesday
15419,morning,weekday,January,Tuesday
15420,morning,weekday,January,Tuesday
15421,morning,weekday,January,Tuesday
15422,morning,weekday,January,Tuesday
15423,morning,weekday,January,Tuesday
15424,morning,weekday,January,Tuesday
15425,morning,weekday,January,Tuesday
15426,morning,weekday,January,Tuesday
15427,morning,weekday,January,Tuesday
15428,morning,weekday,January,Tuesday
15429,morning,weekday,January,Tuesday
15430,morning,weekday,January,Tuesday
15431,morning,weekday,January,Tuesday
15432,morning,weekday,January,Tuesday
15433,morning,weekday,January,Tuesday
15434,morning,weekday,January,Tuesday
15435,morning,weekday,January,Tuesday
15436,morning,weekday,January,Tuesday
15437,morning,weekday,January,Tuesday
15438,morning,weekday,January,Tuesday
15439,morning,weekday,January,Tuesday
15440,morning,weekday,January,Tuesday
15441,morning,weekday,January,Tuesday
15442,morning,weekday,January,Tuesday
15443,morning,weekday,January,Tuesday
15444,afternoon,weekday,January,Tuesday
15445,afternoon,weekday,January,Tuesday
15446,afternoon,weekday,January,Tuesday
15447,afternoon,weekday,January,Tuesday
15448,afternoon,weekday,January,Tuesday
15449,afternoon,weekday,January,Tuesday
15450,afternoon,weekday,January,Tuesday
15451,afternoon,weekday,January,Tuesday
15452,afternoon,weekday,January,Tuesday
15453,afternoon,weekday,January,Tuesday
15454,afternoon,weekday,January,Tuesday
15455,afternoon,weekday,January,Tuesday
15456,afternoon,weekday,January,Tuesday
15457,afternoon,weekday,January,Tuesday
15458,afternoon,weekday,January,Tuesday
15459,afternoon,weekday,January,Tuesday
15460,afternoon,weekday,January,Tuesday
15461,afternoon,weekday,January,Tuesday
15462,afternoon,weekday,January,Tuesday
15463,afternoon,weekday,January,Tuesday
15464,afternoon,weekday,January,Tuesday
15465,afternoon,weekday,January,Tuesday
15466,afternoon,weekday,January,Tuesday
15467,afternoon,weekday,January,Tuesday
15468,afternoon,weekday,January,Tuesday
15469,afternoon,weekday,January,Tuesday
15470,afternoon,weekday,January,Tuesday
15471,afternoon,weekday,January,Tuesday
15472,afternoon,weekday,January,Tuesday
15473,afternoon,weekday,January,Tuesday
15474,afternoon,weekday,January,Tuesday
15475,afternoon,weekday,January,Tuesday
15476,afternoon,weekday,January,Tuesday
15477,afternoon,weekday,January,Tuesday
15478,afternoon,weekday,January,Tuesday
15479,afternoon,weekday,January,Tuesday
15480,afternoon,weekday,January,Tuesday
15481,afternoon,weekday,January,Tuesday
15482,afternoon,weekday,January,Tuesday
15483,afternoon,weekday,January,Tuesday
15484,afternoon,weekday,January,Tuesday
15485,afternoon,weekday,January,Tuesday
15486,afternoon,weekday,January,Tuesday
15487,afternoon,weekday,January,Tuesday
15488,afternoon,weekday,January,Tuesday
15489,afternoon,weekday,January,Tuesday
15490,afternoon,weekday,January,Tuesday
15491,afternoon,weekday,January,Tuesday
15492,afternoon,weekday,January,Tuesday
15493,afternoon,weekday,January,Tuesday
15494,afternoon,weekday,January,Tuesday
15495,afternoon,weekday,January,Tuesday
15496,evening,weekday,January,Tuesday
15497,morning,weekday,February,Friday
15498,morning,weekday,February,Friday
15499,morning,weekday,February,Friday
15500,morning,weekday,February,Friday
15501,morning,weekday,February,Friday
15502,morning,weekday,February,Friday
15503,morning,weekday,February,Friday
15504,morning,weekday,February,Friday
15505,morning,weekday,February,Friday
15506,morning,weekday,February,Friday
15507,morning,weekday,February,Friday
15508,morning,weekday,February,Friday
15509,morning,weekday,February,Friday
15510,morning,weekday,February,Friday
15511,morning,weekday,February,Friday
15512,morning,weekday,February,Friday
15513,morning,weekday,February,Friday
15514,morning,weekday,February,Friday
15515,morning,weekday,February,Friday
15516,morning,weekday,February,Friday
15517,morning,weekday,February,Friday
15518,morning,weekday,February,Friday
15519,morning,weekday,February,Friday
15520,morning,weekday,February,Friday
15521,morning,weekday,February,Friday
15522,morning,weekday,February,Friday
15523,morning,weekday,February,Friday
15524,morning,weekday,February,Friday
15525,morning,weekday,February,Friday
15526,morning,weekday,February,Friday
15527,morning,weekday,February,Friday
15528,afternoon,weekday,February,Friday
15529,afternoon,weekday,February,Friday
15530,afternoon,weekday,February,Friday
15531,afternoon,weekday,February,Friday
15532,afternoon,weekday,February,Friday
15533,afternoon,weekday,February,Friday
15534,afternoon,weekday,February,Friday
15535,afternoon,weekday,February,Friday
15536,afternoon,weekday,February,Friday
15537,afternoon,weekday,February,Friday
15538,afternoon,weekday,February,Friday
15539,afternoon,weekday,February,Friday
15540,afternoon,weekday,February,Friday
15541,afternoon,weekday,February,Friday
15542,afternoon,weekday,February,Friday
15543,afternoon,weekday,February,Friday
15544,afternoon,weekday,February,Friday
15545,afternoon,weekday,February,Friday
15546,afternoon,weekday,February,Friday
15547,afternoon,weekday,February,Friday
15548,afternoon,weekday,February,Friday
15549,afternoon,weekday,February,Friday
15550,afternoon,weekday,February,Friday
15551,afternoon,weekday,February,Friday
15552,afternoon,weekday,February,Friday
15553,afternoon,weekday,February,Friday
15554,afternoon,weekday,February,Friday
15555,afternoon,weekday,February,Friday
15556,afternoon,weekday,February,Friday
15557,afternoon,weekday,February,Friday
15558,afternoon,weekday,February,Friday
15559,afternoon,weekday,February,Friday
15560,afternoon,weekday,February,Friday
15561,afternoon,weekday,February,Friday
15562,afternoon,weekday,February,Friday
15563,afternoon,weekday,February,Friday
15564,afternoon,weekday,February,Friday
15565,afternoon,weekday,February,Friday
15566,afternoon,weekday,February,Friday
15567,afternoon,weekday,February,Friday
15568,afternoon,weekday,February,Friday
15569,afternoon,weekday,February,Friday
15570,afternoon,weekday,February,Friday
15571,afternoon,weekday,February,Friday
15572,afternoon,weekday,February,Friday
15573,afternoon,weekday,February,Friday
15574,afternoon,weekday,February,Friday
15575,afternoon,weekday,February,Friday
15576,afternoon,weekday,February,Friday
15577,afternoon,weekday,February,Friday
15578,afternoon,weekday,February,Friday
15579,afternoon,weekday,February,Friday
15580,afternoon,weekday,February,Friday
15581,afternoon,weekday,February,Friday
15582,afternoon,weekday,February,Friday
15583,afternoon,weekday,February,Friday
15584,afternoon,weekday,February,Friday
15585,afternoon,weekday,February,Friday
15586,afternoon,weekday,February,Friday
15587,afternoon,weekday,February,Friday
15588,afternoon,weekday,February,Friday
15589,afternoon,weekday,February,Friday
15590,afternoon,weekday,February,Friday
15591,morning,weekday,March,Friday
15592,morning,weekday,March,Friday
15593,morning,weekday,March,Friday
